HAGRID,Species,Name,Longevity,Kingdom,Phylum,Class,Order,Family,Genus,Maximum longevity,Female sexual maturity,Male sexual maturity,Gestation,Weaning,Litter size,Litters per year,Inter-litter interval,Weight at birth,Weight at weaning,Adult weight,Postnatal growth rate,Maximum longevity residual,Typical body temperature,Basal metabolic rate,Body mass,Metabolic rate per body mass,Taxonomy,Common name,Source,Sample size,Data quality,Observations,Integrated Taxonomic Information System,Animal Diversity Web,Encyclopaedia of Life,NCBI Taxonomy,Entrez,Ageing Literature,Images,Internet,Synonyms,,Incubation,Clutch size,Clutches per year,Weight at hatching,IMR,MRDT,Metamorphosis,Resting metabolic rate,Interbirth interval,Clutch or litter size,Breedings per year,GenAge,GenDR
2213,Arctocephalus tropicalis,Subantarctic fur seal,Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Otariidae, Arctocephalus,Not yet established,"1,539 days",,357 days,239 days,1  (viviparous),1,365 days,"4,420 g",,"50,000 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Carnivora
                Family: Otariidae
                    Genus: Arctocephalus",Subantarctic fur seal,,,,"Little is known about the longevity of these animals, but one wild born specimen was still living in captivity at about 18.5 years of age [0671].",ITIS 180632,ADW account  (if available),Search EOL,Taxonomy ID 37194,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
3971,Phenacobius mirabilis,Suckermouth minnow,3, Animalia, Chordata, Teleostei, Cypriniformes, Leuciscidae, Phenacobius,3 years  (wild),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Cypriniformes
                Family: Leuciscidae
                    Genus: Phenacobius",Suckermouth minnow,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 163502,ADW account,Search EOL,Taxonomy ID 71759,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Exoglossum mirabile,  Sarcidium scopiferum,  Phenacobius teretulus liosternus",No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
4582,Hypostomus punctatus,Suckermouthed catfish,18, Animalia, Chordata, Teleostei, Siluriformes, Loricariidae, Hypostomus,18 years  (wild),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Siluriformes
                Family: Loricariidae
                    Genus: Hypostomus",Suckermouthed catfish,ref. 1,Medium,Acceptable,No observations are presently available,ITIS 164343,ADW account  (if available),Search EOL,Taxonomy ID 163995,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Plecostomus punctatus,No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
3283,Uromastyx dispar,Sudan mastigure,17, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Agamidae, Uromastyx,17 years  (captivity),"1,461 days","1,461 days",,,,,,,,500 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Reptilia (Taxon entry)
            Order: Squamata
                Family: Agamidae
                    Genus: Uromastyx",Sudan mastigure,website feedback,Tiny,Questionable,"One specimen of the Mali (/maliensis/) subspecies kept as a pet was still alive when over 17 years of age (website feedback), which considering the longevity of similar species is a plausible anecdote. The specimen was possibly a male and as he grew older he slept more, had diminished appetite and his color change when sunning did not occur as dramatically; but he seemed in good health overall.",ITIS 1055638,ADW account  (if available),Search EOL,Taxonomy ID 236739,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
2554,Petaurus breviceps,Sugar glider,17.8, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Petauridae, Petaurus,17.8 years  (captivity),236 days,456 days,16 days,122 days,2  (viviparous),1.3,311 days,0.194 g,25 g,110 g,0.0188 days-1 (from Gompertz function),177%,309ºK or 35.9ºC or 96.6ºF,0.5170 W,129.3 g,0.003998 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Diprotodontia
                Family: Petauridae
                    Genus: Petaurus",Sugar glider,ref. 671,Large,High,"In zoos, these animals have been known to live up to 17.8 years [0671].",ITIS 609841,ADW account  (if available),Search EOL,Taxonomy ID 34899,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
2556,Ailurops ursinus,"Sulawesi bear cuscus, or Bear cuscus",Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Phalangeridae, Ailurops,Not yet established,,,,,(viviparous),,,,,"7,000 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Diprotodontia
                Family: Phalangeridae
                    Genus: Ailurops","Sulawesi bear cuscus, or Bear cuscus",,,,Little is known about these animals and few have been kept in captivity. One specimen lived 5.9 years at Berlin Zoo before it died in 1937 [0671].,ITIS 552681,ADW account,Search EOL,Taxonomy ID 165204,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
1539,Cacatua galerita,Sulphur-crested cockatoo,57, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Cacatua,57 years  (captivity),"1,461 days","1,278 days",,,,,,,,800 g,,,Not yet available,3.4190 W,776.1 g,0.004405 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Psittaciformes (Taxon entry)
                Family: Psittacidae
                    Genus: Cacatua",Sulphur-crested cockatoo,ref. 669,Large,Acceptable,"There are anecdotal reports of animals living over 100 years. Presently, however, the record longevity belongs to one captive specimen called ""Cocky"" that lived over 57 years at London Zoo [0669]. Another report suggested that these animals can live up to 73.0 years in captivity [0979], but this has not been verified.",ITIS 177815,ADW account,Search EOL,Taxonomy ID 141274,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Cacatura galerita,,27 days,2  (oviparous),,,,,,,,,,,
3012,Hystrix sumatrae,Sumatran porcupine,Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Hystricidae, Hystrix,Not yet established,,,112 days,,(viviparous),,,,,"4,200 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Rodentia
                Family: Hystricidae
                    Genus: Hystrix",Sumatran porcupine,,,,Little is known about the longevity of these animals. One captive specimen was still living after 13.3 years [0671].,ITIS 584687,ADW account,Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
2644,Dicerorhinus sumatrensis,Sumatran rhinoceros,32.8, Animalia, Chordata, Mammalia (Taxon entry), Perissodactyla, Rhinocerotidae, Dicerorhinus,32.8 years  (captivity),"2,738 days",,236 days,502 days,1  (viviparous),0.3,"1,278 days","23,000 g",,"1,260,000 g",,78%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Perissodactyla
                Family: Rhinocerotidae
                    Genus: Dicerorhinus",Sumatran rhinoceros,ref. 671,Tiny,Acceptable,"Though age at sexual maturity is unknown, these animals probably do not reproduce before being 7 years old [0434]. In the wild, it is estimated that they live up to 35 years [0542], but their record longevity in captivity is 32.8 years [0671].",ITIS 625002,ADW account,Search EOL,Taxonomy ID 89632,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Rhinoceros crossii,,,,,,,,,,,,,,
4622,Crassostrea ariakensis,Suminoe oyster,5, Animalia, Mollusca, Bivalvia (Taxon entry), Ostreoida, Ostreidae, Crassostrea,5 years  (wild),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Mollusca
        Class: Bivalvia (Taxon entry)
            Order: Ostreoida
                Family: Ostreidae
                    Genus: Crassostrea",Suminoe oyster,ref. 1307,Tiny,Acceptable,These animals have been found to live up to 5.0 years [1307].,ITIS 693930,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
797,Piranga rubra,Summer tanager,7.9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Cardinalidae, Piranga,7.9 years  (wild),365 days,365 days,,,,,,,,40 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Cardinalidae
                    Genus: Piranga",Summer tanager,ref. 427,Small,Acceptable,No observations are presently available,ITIS 179888,ADW account  (if available),Search EOL,Taxonomy ID 36733,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,12 days,4  (oviparous),1.5,4.2 g,,,,,,,,,
2248,Helarctos malayanus,Sun bear,35.9, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Ursidae, Helarctos,35.9 years  (captivity),"2,372 days",,95 days,90 days,1  (viviparous),,,325 g,,"46,000 g",,142%,311ºK or 38.1ºC or 100.6ºF,Not yet available,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Carnivora
                Family: Ursidae
                    Genus: Helarctos",Sun bear,ref. 671,Medium,Acceptable,"Gestation times of 95 and 96 days were reported in Zoos. When there is a delayed implantation, the total pregnancy time is on average 214 days [0434]. One captive specimen lived 35.9 years [0671].",ITIS 621847,ADW account  (if available),Search EOL,Taxonomy ID 9634,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Ursus malayanus,,,,,,,,,,,,,,
2713,Allochrocebus solatus,Sun-tailed monkey,Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Allochrocebus,Not yet established,"1,734 days",,,,1  (viviparous),0.7,548 days,,,"5,405 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Primates (Taxon entry)
                Family: Cercopithecidae
                    Genus: Allochrocebus",Sun-tailed monkey,,,,"Little is known about the longevity of these animals, but one specimen estimated to be 18 years old is alive in captivity [0671].",ITIS 944221,ADW account  (if available),Search EOL,Taxonomy ID 147650,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Cercopithecus solatus,,,,,,,,,,,,,,
3669,Xenopeltis unicolor,Sunbeam snake,12.1, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Xenopeltidae, Xenopeltis,12.1 years  (captivity),,,,,,,,,,753 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Reptilia (Taxon entry)
            Order: Squamata
                Family: Xenopeltidae
                    Genus: Xenopeltis",Sunbeam snake,ref. 485,Small,Acceptable,No observations are presently available,ITIS 209610,ADW account  (if available),Search EOL,Taxonomy ID 196253,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
639,Eurypyga helias,Sunbittern,15, Animalia, Chordata, Aves (Taxon entry), Eurypygiformes, Eurypygidae, Eurypyga,15 years  (captivity),,,,,,,,,,210 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Eurypygiformes
                Family: Eurypygidae
                    Genus: Eurypyga",Sunbittern,ref. 448,Medium,Acceptable,Not much is known about the lifespan of these animals. They have been reported to live up to 15 years in captivity [0448].,ITIS 176409,ADW account  (if available),Search EOL,Taxonomy ID 54383,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Ardea helias,,27 days,2  (oviparous),,,,,,,,,,,
3441,Elapsoidea sundevallii,Sundevall's garter sanke,11.6, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Elapidae, Elapsoidea,11.6 years  (captivity),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Reptilia (Taxon entry)
            Order: Squamata
                Family: Elapidae
                    Genus: Elapsoidea",Sundevall's garter sanke,ref. 485,Small,Acceptable,No observations are presently available,ITIS 1057652,ADW account  (if available),Search EOL,Taxonomy ID 224546,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
3046,Meriones crassus,Sundevall's jird,5.6, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Muridae, Meriones,5.6 years  (captivity),61 days,82 days,22 days,20 days,4  (viviparous),2,67 days,3.35 g,,35 g,0.0366 days-1 (from Gompertz function),66%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Rodentia
                Family: Muridae
                    Genus: Meriones",Sundevall's jird,ref. 671,Small,Acceptable,No observations are presently available,ITIS 632978,ADW account  (if available),Search EOL,Taxonomy ID 298887,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Meriones charon,  Meriones ismahelis,  Meriones longifrons,  Meriones pelerinus,  Gerbillus swinhoei,  Meriones crasssus pallidus,  Meriones crassus perpallidus,  Meriones pallidus tripolius",,,,,,,,,,,,,,
1968,Neotragus moschatus,Suni,13.5, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Neotragus,13.5 years  (captivity),183 days,183 days,180 days,,1  (viviparous),,,,,"6,500 g",,72%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Artiodactyla
                Family: Bovidae
                    Genus: Neotragus",Suni,ref. 671,Small,Acceptable,No observations are presently available,ITIS 625109,ADW account,Search EOL,Taxonomy ID 66442,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
977,Malurus cyaneus,Superb fairywren,10.5, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Maluridae, Malurus,10.5 years  (wild),365 days,365 days,,,,,,,,10.4 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Maluridae
                    Genus: Malurus",Superb fairywren,ref. 1305,Large,Acceptable,One banded individual was found to be at least 10.5 years old [1305].,ITIS 560972,ADW account  (if available),Search EOL,Taxonomy ID 55807,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,(oviparous),,,,,,,,,,,
1035,Menura novaehollandiae,Superb lyrebird,17.9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Menuridae, Menura,17.9 years  (wild),,,,,,,,,,979.95 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Menuridae
                    Genus: Menura",Superb lyrebird,ref. 1305,Medium,Acceptable,These animals have been found to live up to 17.9 years [1305].,ITIS 561097,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
1625,Polytelis swainsonii,Superb parrot,15.1, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Polytelis,15.1 years  (captivity),363 days,,,,,,,,,153 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Psittaciformes (Taxon entry)
                Family: Psittacidae
                    Genus: Polytelis",Superb parrot,ref. 669,Medium,Acceptable,"One specimen lived 15.1 years in captivity [0669]. It has been reported that these animals can live up to 24.2 years in captivity [0979], which is possible but has not been verified; the same study reported that these animals can breed from about 2 years of age in captivity.",ITIS 554864,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Polytelis swainsoni,,,(oviparous),,,,,,,,,,,
1262,Lamprotornis superbus,Superb starling,25, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Sturnidae, Lamprotornis,25 years  (captivity),,,,,,,,,,64.9 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Sturnidae
                    Genus: Lamprotornis",Superb starling,"Sarah Shannon, pers. comm.",Medium,Acceptable,"A captive born male died at 25 years (Sarah Shannon, pers. comm.).",ITIS 560690,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Spreo superbus,  Spreo superbis",,,,,,,,,,,,,,
4385,Acanthopagrus australis,Surf bream,12, Animalia, Chordata, Teleostei, Perciformes, Sparidae, Acanthopagrus,12 years  (wild),,,,,,,,,,"2,475 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Perciformes
                Family: Sparidae
                    Genus: Acanthopagrus",Surf bream,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 647905,ADW account  (if available),Search EOL,Taxonomy ID 160963,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
350,Melanitta perspicillata,Surf scoter,9.5, Animalia, Chordata, Aves (Taxon entry), Anseriformes, Anatidae, Melanitta,9.5 years  (wild),730 days,730 days,,,,,,,,"1,098 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Anseriformes
                Family: Anatidae
                    Genus: Melanitta",Surf scoter,ref. 0427,Tiny,Acceptable,No observations are presently available,ITIS 175170,ADW account  (if available),Search EOL,Taxonomy ID 371863,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Anas perspicillata,,,(oviparous),,,,,,,,,,,
4080,Hypomesus pretiosus,Surf smelt,5, Animalia, Chordata, Teleostei, Osmeriformes, Osmeridae, Hypomesus,5 years  (wild),547 days,547 days,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Osmeriformes
                Family: Osmeridae
                    Genus: Hypomesus",Surf smelt,ref. 1,Medium,Acceptable,No observations are presently available,ITIS 162030,ADW account  (if available),Search EOL,Taxonomy ID 300346,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
106,Pipa pipa,Surinam toad,7.7, Animalia, Chordata, Amphibia (Taxon entry), Anura, Pipidae, Pipa,7.7 years  (captivity),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Amphibia (Taxon entry)
            Order: Anura
                Family: Pipidae
                    Genus: Pipa",Surinam toad,ref. 485,Medium,Acceptable,No observations are presently available,ITIS 207437,ADW account  (if available),Search EOL,Taxonomy ID 251750,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Rana pipa,  Pipa americana,  Bufo pipa,  Rana dorsigera,  Pipa tedo,  Pipa cururu,  Asterodactylus pipa,  Pipa surinamensis,  Pipa pernigra",,,(oviparous),,,,,105 days,,,,,,
239,Buteo swainsoni,Swainson's hawk,24.9, Animalia, Chordata, Aves (Taxon entry), Accipitriformes, Accipitridae, Buteo,24.9 years  (wild),730 days,730 days,,,,,,,,980.64 g,0.158 days-1 (from logistic function),,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Accipitriformes
                Family: Accipitridae
                    Genus: Buteo",Swainson's hawk,ref. 427,Medium,Acceptable,Maximum longevity in banded birds was 24.9 years [0427].,ITIS 175367,ADW account  (if available),Search EOL,Taxonomy ID 156757,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,31 days,3  (oviparous),1,39.4 g,,,,,,,,,
1294,Catharus ustulatus,Swainson's thrush,11, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Turdidae, Catharus,11 years,365 days,365 days,,,,,,,,27.9 g,0.624 days-1 (from logistic function),,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Turdidae
                    Genus: Catharus",Swainson's thrush,"Multiple references, please see bibliography below",Medium,Acceptable,These animals can live up to 11 years in the wild [0818].,ITIS 179788,ADW account,Search EOL,Taxonomy ID 91951,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,12 days,4  (oviparous),1,3.9 g,,,,,,,,,
1136,Limnothlypis swainsonii,Swainson's warbler,9.9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Parulidae, Limnothlypis,9.9 years  (wild),365 days,365 days,,,,,,,,13.5 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Parulidae
                    Genus: Limnothlypis",Swainson's warbler,ref. 427,Large,Acceptable,No observations are presently available,ITIS 178848,ADW account  (if available),Search EOL,Taxonomy ID 103048,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,14 days,3  (oviparous),1,,,,,,,,,,
3959,Notropis procne,Swallowtail shiner,3, Animalia, Chordata, Teleostei, Cypriniformes, Leuciscidae, Notropis,3 years  (wild),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Cypriniformes
                Family: Leuciscidae
                    Genus: Notropis",Swallowtail shiner,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 163407,ADW account  (if available),Search EOL,Taxonomy ID 28798,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Hybognathus procne,No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
2453,Antechinus minimus,Swamp antechinus,Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Dasyuromorphia, Dasyuridae, Antechinus,Not yet established,345 days,,28 days,105 days,7.4  (viviparous),1,365 days,0.04 g,,42 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Dasyuromorphia
                Family: Dasyuridae
                    Genus: Antechinus",Swamp antechinus,,,,"In this species, both males and females have been reported to feature Big Bang reproduction. Most, if not all, males die after mating season, in a process similar to what happens in the brown antechinus (Antechinus stuartii). Females die after weaning their litter at about 1.5 years of age [0469]. In some cases, they can to live about 2 years [0522]. Because the longevity of these animals has not been studied in detail in captivity, though, it is possible that maximum longevity is longer.",ITIS 552598,ADW account  (if available),Search EOL,Taxonomy ID 71386,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
4275,Etheostoma fusiforme,Swamp darter,2, Animalia, Chordata, Teleostei, Perciformes, Percidae, Etheostoma,2 years  (wild),365 days,365 days,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Perciformes
                Family: Percidae
                    Genus: Etheostoma",Swamp darter,ref. 440,Medium,Acceptable,This small fish rarely lives more than 2 years in the wild [0440].,ITIS 168358,ADW account  (if available),Search EOL,Taxonomy ID 645594,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Etheostoma fusiforme fusiforme,  Boleosoma fusiforme,  Hololepis thermophilus,  Hololepis fusiformis",,,,,,,,,,,,,,
244,Circus approximans,Swamp harrier,11, Animalia, Chordata, Aves (Taxon entry), Accipitriformes, Accipitridae, Circus,11 years  (wild),,,,,,,,,,752.5 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Accipitriformes
                Family: Accipitridae
                    Genus: Circus",Swamp harrier,ref. 1305,Small,Acceptable,These animals have been found to live up to 11.0 years [1305].,ITIS 559298,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
1177,Melospiza georgiana,Swamp sparrow,7.8, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Passerellidae, Melospiza,7.8 years  (wild),365 days,365 days,,,,,,,,16.1 g,,,Not yet available,0.2110 W,14.9 g,0.014161 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Passerellidae
                    Genus: Melospiza",Swamp sparrow,ref. 427,Medium,Acceptable,No observations are presently available,ITIS 179488,ADW account,Search EOL,Taxonomy ID 44398,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Zonotrichia georgiana,,13 days,4  (oviparous),1.5,1.46 g,,,,,,,,,
2550,Wallabia bicolor,Swamp wallaby,16.8, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Macropodidae, Wallabia,16.8 years  (captivity),426 days,426 days,36 days,256 days,1  (viviparous),1.4,243 days,0.61 g,,"14,625 g",0.0068 days-1 (from Gompertz function),79%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Diprotodontia
                Family: Macropodidae
                    Genus: Wallabia",Swamp wallaby,ref. 671,Medium,Acceptable,No observations are presently available,ITIS 552759,ADW account  (if available),Search EOL,Taxonomy ID 9330,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
2099,Vulpes velox,Swift fox,15.9, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Canidae, Vulpes,15.9 years  (captivity),365 days,365 days,55 days,46 days,4.5  (viviparous),1,365 days,39.65 g,,"2,400 g",0.0315 days-1 (from Gompertz function),98%,Not yet available,4.9480 W,1769.0 g,0.002797 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Carnivora
                Family: Canidae
                    Genus: Vulpes",Swift fox,ref. 671,Medium,Acceptable,"Anecdotal reports suggest these animals may live up to 20 years [0610]. Record longevity in captivity, however, belongs to a wild born male that was around 15.9 years when he died in captivity [0671].",ITIS 180607,ADW account,Search EOL,Taxonomy ID 9631,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Vulpes velox velox,  Vulpes velox hebes,  Canis velox",,,,,,,,,,,,,,
1412,Dendrocopos syriacus,Syrian woodpecker,10.9, Animalia, Chordata, Aves (Taxon entry), Piciformes, Picidae, Dendrocopos,10.9 years  (wild),,,,,,,,,,76.8 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Piciformes
                Family: Picidae
                    Genus: Dendrocopos",Syrian woodpecker,ref. 0450,Medium,Acceptable,No observations are presently available,ITIS 554049,ADW account  (if available),Search EOL,Taxonomy ID 301974,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,(oviparous),,,,,,,,,,,
4577,Noturus gyrinus,Tadpole madtom,3, Animalia, Chordata, Teleostei, Siluriformes, Ictaluridae, Noturus,3 years  (wild),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Siluriformes
                Family: Ictaluridae
                    Genus: Noturus",Tadpole madtom,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 164003,ADW account  (if available),Search EOL,Taxonomy ID 90661,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Silurus gyrinus,  Noturus sialis",No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
3870,Catostomus tahoensis,Tahoe sucker,15, Animalia, Chordata, Teleostei, Cypriniformes, Catostomidae, Catostomus,15 years  (wild),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Cypriniformes
                Family: Catostomidae
                    Genus: Catostomus",Tahoe sucker,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 163914,ADW account  (if available),Search EOL,Taxonomy ID 196750,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Catostomus arenarius,  Chasmistes chamberlaini",No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
