HAGRID,Species,Name,Longevity,Kingdom,Phylum,Class,Order,Family,Genus,Maximum longevity,Female sexual maturity,Male sexual maturity,Gestation,Weaning,Litter size,Litters per year,Inter-litter interval,Weight at birth,Weight at weaning,Adult weight,Postnatal growth rate,Maximum longevity residual,Typical body temperature,Basal metabolic rate,Body mass,Metabolic rate per body mass,Taxonomy,Common name,Source,Sample size,Data quality,Observations,Integrated Taxonomic Information System,Animal Diversity Web,Encyclopaedia of Life,NCBI Taxonomy,Entrez,Ageing Literature,Images,Internet,Synonyms,,Incubation,Clutch size,Clutches per year,Weight at hatching,IMR,MRDT,Metamorphosis,Resting metabolic rate,Interbirth interval,Clutch or litter size,Breedings per year,GenAge,GenDR
1894,Tenrec ecaudatus,"Tailess tenrec, or Tenrec",8.7, Animalia, Chordata, Mammalia (Taxon entry), Afrosoricida, Tenrecidae, Tenrec,8.7 years  (captivity),182 days,,58 days,27 days,18  (viviparous),1.5,,21 g,225 g,900 g,0.0445 days-1 (from Gompertz function),62%,306ºK or 33.0ºC or 91.4ºF,0.7290 W,650.0 g,0.001122 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Afrosoricida
                Family: Tenrecidae
                    Genus: Tenrec","Tailess tenrec, or Tenrec",ref. 671,Small,Acceptable,No observations are presently available,ITIS 633515,ADW account,Search EOL,Taxonomy ID 94439,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
3955,Notropis maculatus,Taillight shiner,Not yet established, Animalia, Chordata, Teleostei, Cypriniformes, Leuciscidae, Notropis,Not yet established,,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Cypriniformes
                Family: Leuciscidae
                    Genus: Notropis",Taillight shiner,,,,"Little is known about the longevity of these animals, but they have been known to live at least 1 year [0454]. Considering the longevity of similar species, however, maximum longevity could be significantly underestimated.",ITIS 163454,ADW account  (if available),Search EOL,Taxonomy ID 232996,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Opsopoeodus bollmani,  Notropis burchi,  Notropis louisae,  Hemitremia maculata",No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
4460,Hucho taimen,Taimen,16, Animalia, Chordata, Teleostei, Salmoniformes, Salmonidae, Hucho,16 years  (wild),,,,,,,,,,"38,500 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Salmoniformes
                Family: Salmonidae
                    Genus: Hucho",Taimen,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 623484,ADW account  (if available),Search EOL,Taxonomy ID 201498,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
3352,Elaphe taeniura,Taipan beauty snake,11.6, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Elaphe,11.6 years  (captivity),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Reptilia (Taxon entry)
            Order: Squamata
                Family: Colubridae
                    Genus: Elaphe",Taipan beauty snake,ref. 485,Medium,Acceptable,No observations are presently available,,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
1916,Budorcas taxicolor,Takin,21.9, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Budorcas,21.9 years  (captivity),730 days,730 days,210 days,,1  (viviparous),1,365 days,"6,000 g",,"180,000 g",,70%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Artiodactyla
                Family: Bovidae
                    Genus: Budorcas",Takin,ref. 671,Medium,Acceptable,One captive specimen was alive at 21.9 years of age [0671].,ITIS 625135,ADW account,Search EOL,Taxonomy ID 37181,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
2939,Ctenomys talarum,"Talas tuco-tuco, or Tuco-tuco",Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Ctenomyidae, Ctenomys,Not yet established,243 days,243 days,102 days,36 days,4  (viviparous),1.5,,8 g,,100 g,,,309ºK or 36.1ºC or 97.0ºF,0.6110 W,121.0 g,0.005050 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Rodentia
                Family: Ctenomyidae
                    Genus: Ctenomys","Talas tuco-tuco, or Tuco-tuco",,,,"In the wild, these animals live on average less than 3 years. Their maximum longevity is not known.",ITIS 584773,ADW account,Search EOL,Taxonomy ID 55520,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
1892,Microgale talazaci,Talazac's shrew tenrec,5.8, Animalia, Chordata, Mammalia (Taxon entry), Afrosoricida, Tenrecidae, Microgale,5.8 years  (captivity),639 days,639 days,61 days,29 days,2  (viviparous),,,3.6 g,,50 g,0.0298 days-1 (from Gompertz function),65%,304ºK or 30.8ºC or 87.4ºF,0.2430 W,44.0 g,0.005523 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Afrosoricida
                Family: Tenrecidae
                    Genus: Microgale",Talazac's shrew tenrec,ref. 434,Small,Acceptable,Record longevity in captivity is reportedly 5.8 years [0434].,ITIS 633504,ADW account,Search EOL,Taxonomy ID 176115,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
1914,Bubalus mindorensis,Tamaraw,Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Bubalus,Not yet established,755 days,,300 days,,1  (viviparous),0.5,"1,095 days",,,"240,000 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Artiodactyla
                Family: Bovidae
                    Genus: Bubalus",Tamaraw,,,,"These animals have been known to live more than 20 years [0687]. Some estimates suggest a lifespan of 25 years [0542], but more detailed studies are necessary to more correctly estimate the maximum longevity of this species.",ITIS 625123,ADW account  (if available),Search EOL,Taxonomy ID 56639,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
3051,Meriones tamariscinus,Tamarisk jird,Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Muridae, Meriones,Not yet established,,,,17 days,4.2  (viviparous),2,27 days,3.03 g,15.8 g,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Rodentia
                Family: Muridae
                    Genus: Meriones",Tamarisk jird,,,,"Little is known about the longevity of these animals, but one specimen lived 4.1 years in captivity [0671].",ITIS 632986,ADW account  (if available),Search EOL,Taxonomy ID 504099,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Gerbillus ciscaucasicus,  Gerbillus tamaricinus jaxartensis,  Meriones tamaricinus kokandicus,  Gerbillus tamaricinus satschouensis",,,,,,,,,,,,,,
2529,Macropus eugenii,Tammar wallaby,15.1, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Macropodidae, Macropus,15.1 years  (captivity),274 days,730 days,28 days,325 days,1  (viviparous),1,365 days,0.429 g,"3,000 g","6,500 g",,80%,310ºK or 36.5ºC or 97.7ºF,7.7800 W,4796.0 g,0.001622 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Diprotodontia
                Family: Macropodidae
                    Genus: Macropus",Tammar wallaby,ref. 671,Medium,Acceptable,In the wild these animals live up to 14 years [0542]. One specimen lived 15 years in captivity [0671].,ITIS 552731,ADW account  (if available),Search EOL,Taxonomy ID 9315,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
2715,Cercocebus galeritus,Tana River mangabey,Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Cercocebus,Not yet established,"2,267 days",,175 days,365 days,1  (viviparous),,,,"2,170 g","9,468 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Primates (Taxon entry)
                Family: Cercopithecidae
                    Genus: Cercocebus",Tana River mangabey,,,,Little is known about the longevity of these animals. One wild born specimen of the /chrysogaster/ subspecies was about 24 years old when it died in captivity [0671].,ITIS 572994,ADW account,Search EOL,Taxonomy ID 9532,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
4300,Percina aurantiaca,Tangerine darter,4.5, Animalia, Chordata, Teleostei, Perciformes, Percidae, Percina,4.5 years,,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Perciformes
                Family: Percidae
                    Genus: Percina",Tangerine darter,ref. 442,Medium,Acceptable,No observations are presently available,ITIS 168477,ADW account  (if available),Search EOL,Taxonomy ID 163808,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Cottogaster aurantiacus,,,750  (oviparous),,,,,,,,,,,
1540,Cacatua goffiniana,Tanimbar cockatoo,26, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Cacatua,26 years  (captivity),,,,,,,,,,275 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Psittaciformes (Taxon entry)
                Family: Psittacidae
                    Genus: Cacatua",Tanimbar cockatoo,website feedback,Small,Questionable,"One specimen was still alive after 18.3 years in captivity [0669]. Another specimen has been kept as a pet for over 26 years after being acquired as an adult (website feedback), which is a plausible anecdote. Considering the longevity of similar species, however, maximum longevity could be significantly underestimated. Also known as Goffin's Cockatoo or Goffin's Corella.",ITIS 714024,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Cacatura goffini,  Cacatua goffini",,,(oviparous),,,,,,,,,,,
4141,Nemadactylus macropterus,Tarakihi,50, Animalia, Chordata, Teleostei, Perciformes, Cheilodactylidae, Nemadactylus,50 years  (wild),"1,825 days","1,825 days",,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Perciformes
                Family: Cheilodactylidae
                    Genus: Nemadactylus",Tarakihi,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 170262,ADW account  (if available),Search EOL,Taxonomy ID 76931,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Cheilodactylus macropterus,,,,,,,,,,,,,,
4009,Megalops atlanticus,Tarpon,55, Animalia, Chordata, Teleostei, Elopiformes, Megalopidae, Megalops,55 years  (wild),"3,102 days","3,650 days",,,,,,,,"88,550 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Elopiformes
                Family: Megalopidae
                    Genus: Megalops",Tarpon,ref. 22,Medium,Acceptable,Unverified estimates suggest these animals may live up to 59 years [0454].,ITIS 161116,ADW account  (if available),Search EOL,Taxonomy ID 7932,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Tarpon atlanticus,  Clupea gigantea,  Clupea thrissoides",,,,,,,,,,,,,,
3465,Eryx tataricus,Tartar sand-boa,24, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Erycidae, Eryx,24 years  (captivity),,,,,,,,,,196 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Reptilia (Taxon entry)
            Order: Squamata
                Family: Erycidae
                    Genus: Eryx",Tartar sand-boa,ref. 451,Small,Acceptable,No observations are presently available,ITIS 634811,ADW account  (if available),Search EOL,Taxonomy ID 51873,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
2025,Hippocamelus antisensis,"Taruca, or Guemals",Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Cervidae (Taxon entry), Hippocamelus,Not yet established,,,255 days,,1  (viviparous),,,,,"45,000 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Artiodactyla
                Family: Cervidae (Taxon entry)
                    Genus: Hippocamelus","Taruca, or Guemals",,,,"Little is known about the longevity of these animals, but one captive specimen lived 10.6 years [0671].",ITIS 625065,ADW account,Search EOL,Taxonomy ID 371035,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
2566,Bettongia gaimardi,Tasmanian bettong,Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Potoroidae, Bettongia,Not yet established,252 days,272 days,20 days,161 days,1  (viviparous),,107 days,0.307 g,789 g,"1,725 g",,,309ºK or 35.6ºC or 96.1ºF,3.5780 W,1385.0 g,0.002583 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Diprotodontia
                Family: Potoroidae
                    Genus: Bettongia",Tasmanian bettong,,,,"Not much is known about the longevity of these animals. One animal was reportedly still living after 11.8 years in captivity [0434], which is possible but unverified. Record longevity in captivity, however, belongs to one male specimen that lived 8.3 years [0671].",ITIS 552699,ADW account,Search EOL,Taxonomy ID 223568,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
