HAGRID,Species,Name,Longevity,Kingdom,Phylum,Class,Order,Family,Genus,Female sexual maturity,Male sexual maturity,Gestation,Weaning,Litter size,Litters per year,Inter-litter interval,Weight at birth,Weight at weaning,Adult weight,Postnatal growth rate,Typical body temperature,Basal metabolic rate,Body mass,Metabolic rate per body mass,Incubation,Clutch size,Clutches per year,Weight at hatching,IMR,MRDT,Metamorphosis,Resting metabolic rate,Interbirth interval,Clutch or litter size,Breedings per year
4459,Hucho hucho,Danube salmon,15, Animalia, Chordata, Teleostei, Salmoniformes, Salmonidae, Hucho,1825.0,1825.0,,,,,,,,28600.0,,,,,,,,,,,,,,,,
9,Daphnia pulicaria,Daphnia,0.19, Animalia, Arthropoda (Taxon entry), Branchiopoda, Diplostraca, Daphniidae, Daphnia,,,,,,,,,,,,,,,,,,,,,,,,,,
3305,Eunectes deschauenseei,Dark-spotted anaconda,23.2, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Boidae, Eunectes,,,,,,,,,,,,,,,,,,,,,,,,,,
4515,Sebastes crameri,Darkblotched rockfish,66, Animalia, Chordata, Teleostei, Scorpaeniformes, Scorpaenidae, Sebastes (Taxon entry),3066.0,1861.0,,,,,,,,,,,,,,,,,,,,,,,,
1705,Anhinga melanogaster,Darter,16, Animalia, Chordata, Aves (Taxon entry), Suliformes, Anhingidae, Anhinga,,,,,,,,,,1487.0,,,,,,,,,,,,,,,,
2398,Myotis daubentonii,Daubenton's bat,28, Animalia, Chordata, Mammalia (Taxon entry), Chiroptera (Taxon entry), Vespertilionidae, Myotis,730.0,730.0,54.0,,1.0,1.0,,2.09,,8.5,,,,,,,,,,,,,,,,
2725,Cercopithecus neglectus,De Brazza's monkey,30.8, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Cercopithecus,1611.0,2555.0,177.0,395.0,1.0,1.0,365.0,260.0,1640.0,5945.0,,,,,,,,,,,,,,,,
3852,Anchoa compressa,Deepbody anchovy,6, Animalia, Chordata, Teleostei, Clupeiformes, Engraulidae, Anchoa,,,,,,,,,,,,,,,,,,,,,,,,,,
4497,Platycephalus conatus,Deepwater flathead,20, Animalia, Chordata, Teleostei, Scorpaeniformes, Platycephalidae, Platycephalus,2007.0,1642.0,,,,,,,,,,,,,,,,,,,,,,,,
4528,Sebastes mentella,Deepwater redfish,75, Animalia, Chordata, Teleostei, Scorpaeniformes, Scorpaenidae, Sebastes (Taxon entry),4745.0,3650.0,,,,,,,,,,,,,,,,,,,,,,,,
2011,Cervidae,Deer,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,Peromyscus maniculatus,Deer mouse,8.3, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Cricetidae, Peromyscus,49.0,,24.0,22.0,5.0,3.0,27.0,2.0,9.2,20.5,0.06431,310,0.219,20.5,0.010683,,,,,,,,,,,
3106,Octodon degus,Degu,14, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Octodontidae, Octodon,182.0,182.0,90.0,36.0,6.0,1.8,,14.0,71.2,235.0,0.03231,311,0.958,199.6,0.0048,,,,,,,,,,,
173,Plethodon elongatus,Del Norte salamander,13.3, Animalia, Chordata, Amphibia (Taxon entry), Caudata, Plethodontidae, Plethodon,,,,,,,,,,,,,,,,,7.0,,,,,,,,,
705,Anthropoides virgo,Demoiselle crane,27, Animalia, Chordata, Aves (Taxon entry), Gruiformes, Gruidae, Anthropoides,730.0,730.0,,,,,,,,2400.0,0.0841,,,,,28.0,2.0,,,,,,,,,
2922,Phodopus roborovskii,Desert hamster,4.8, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Cricetidae, Phodopus,243.0,,21.0,19.0,6.0,3.5,,1.45,18.1,,,,,,,,,,,,,,,,,
2587,Paraechinus aethiopicus,Desert hedgehog,6.3, Animalia, Chordata, Mammalia (Taxon entry), Erinaceomorpha, Erinaceidae, Paraechinus,,,37.0,50.0,3.0,1.0,,8.5,,188.0,,307,0.63,451.5,0.001395,,,,,,,,,,,
3619,Cerastes cerastes,Desert horned viper,18, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Viperidae, Cerastes,,,,,,,,,,,,,,,,,,,,,,,,,,
3504,Dipsosaurus dorsalis,Desert iguana,14.6, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Iguanidae, Dipsosaurus,974.0,974.0,,,,,,,,69.5,,306,,69.5,0.000635,,,,,,,,0.0441,,,
2991,Dipodomys deserti,Desert kangaroo rat,8.6, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Heteromyidae, Dipodomys,51.0,,30.0,20.0,3.0,3.0,,3.04,38.0,116.0,,310,0.517,105.8,0.004887,,,,,,,,,,,
3589,Varanus griseus,Desert monitor,17, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Varanidae, Varanus,1644.0,1278.0,,,,,,,,821.1,,,,,,,,,,,,,,,,
3668,Xantusia vigilis,Desert night lizard,10.9, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Xantusiidae, Xantusia,,,,,,,,,,1.475,,,,,,,,,,,,,,,,
3996,Cyprinodon macularius,Desert pupfish,2, Animalia, Chordata, Teleostei, Cyprinodontiformes, Cyprinodontidae, Cyprinodon,,,,,,,,,,,,,,,,,,,,,,,,,,
3509,Sceloporus magister,Desert spiny lizard,5.9, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Iguanidae, Sceloporus,,730.0,,,,,,,,35.21,,,,,,,,,,,,,,,,
3771,Gopherus agassizii,Desert tortoise,62.8, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Testudinidae, Gopherus,5500.0,5500.0,,,,,,,,2784.0,,,,,,118.0,8.0,,,,,,,,,
2905,Neotoma lepida,Desert woodrat,10.5, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Cricetidae, Neotoma,76.0,76.0,33.0,31.0,3.0,3.0,60.0,8.45,35.0,236.0,,310,0.46,112.5,0.004089,,,,,,,,,,,
2851,Capromys pilorides,Desmarest's hutia,13.8, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Capromyidae, Capromys,304.0,304.0,125.0,100.0,2.0,,,240.0,,4683.0,0.0081,309,3.375,2630.0,0.001283,,,,,,,,,,,
4498,Gymnapistes marmoratus,Devilfish,14, Animalia, Chordata, Teleostei, Scorpaeniformes, Scorpaenidae, Gymnapistes,730.0,730.0,,,,,,,,,,,,,,,,,,,,,,,,
2079,Cuon alpinus,Dhole,16.1, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Canidae, Cuon,365.0,365.0,61.0,58.0,5.0,1.0,365.0,275.0,2350.0,15750.0,,,,,,,,,,,,,,,,
3386,Spalerosophis diadema,"Diadem snake, or Diademed snake",17, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Spalerosophis,547.0,547.0,,,,,,,,,,,,,,,,,,,,,,,,
2803,Propithecus diadema,Diademed sifaka,21, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Indriidae, Propithecus,1186.0,913.0,157.0,277.0,1.0,0.5,745.0,145.0,,5550.0,,,,,,,,,,,,,,,,
879,Stagonopleura guttata,Diamond firetail,5.4, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Estrildidae, Stagonopleura,,,,,,,,,,17.6,,,,,,,,,,,,,,,,
1804,Dasyatis dipterura,Diamond stingray,28, Animalia, Chordata, Chondrichthyes (Taxon entry), Myliobatiformes, Dasyatidae, Dasyatis,3468.0,,,,2.0,,,,,,,,,,,,,,,,,,,365.0,,
2720,Cercopithecus diana,Diana monkey,35.1, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Cercopithecus,1962.0,,,365.0,1.0,1.0,365.0,475.0,,4550.0,,,,,,,,,,,,,,,,
798,Spiza americana,Dickcissel,4.8, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Cardinalidae, Spiza,365.0,365.0,,,,,,,,33.0,,,,,,12.0,4.0,1.0,,,,,,,,
4181,Lebetus scorpioides,Diminutive goby,2, Animalia, Chordata, Teleostei, Perciformes, Gobiidae, Lebetus,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,Etheostoma olivaceum,Dirty darter,2, Animalia, Chordata, Teleostei, Perciformes, Percidae, Etheostoma,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,Microgale dobsoni,Dobson's shrew tenrec,5.6, Animalia, Chordata, Mammalia (Taxon entry), Afrosoricida, Tenrecidae, Microgale,669.0,669.0,61.0,29.0,2.67,,,3.95,,37.8,0.02661,304,0.315,44.6,0.007063,,,,,,,,,,,
3326,Boiga cynodon,Dog-tooth cat snake,9.6, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Boiga,,,,,,,,,,8324.0,,,,,,,,,,,,,,,,
4123,Lepomis marginatus,Dollar sunfish,6, Animalia, Chordata, Teleostei, Perciformes, Centrarchidae, Lepomis,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,Felis catus,Domestic cat,30, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Felidae, Felis,289.0,304.0,65.0,56.0,4.0,,,97.5,,3900.0,,311,,,,,,,,,,,,,,
1910,Bos taurus,Domestic cattle,20, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Bos,548.0,365.0,277.0,,1.0,1.0,,,,750000.0,0.00311,311,306.77,347000.0,0.000884,,,,,,,,,,,
2073,Canis familiaris,Domestic dog,27, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Canidae, Canis,510.0,510.0,63.0,,6.0,,,,,40000.0,0.02441,,,,,,,,,0.02,3.0,,,,,
1920,Capra hircus,Domestic goat,20.8, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Capra,406.0,685.0,155.0,,1.5,1.0,451.0,2250.0,,61000.0,0.00411,312,,,,,,,,,,,,,,
1978,Ovis aries,"Domestic sheep, or Mouflon",22.8, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Ovis,548.0,914.0,146.0,,1.58,1.0,365.0,2370.0,,80000.0,,312,,,,,,,,,,,,,,
1944,Gazella dorcas,Dorcas gazelle,23.7, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Gazella,730.0,589.0,182.0,82.0,1.0,1.0,338.0,1650.0,7000.0,14500.0,,312,,,,,,,,,,,,,,
2514,Dendrolagus dorianus,Doria's tree kangaroo,19, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Macropodidae, Dendrolagus,,,32.0,600.0,1.0,,,,,9581.0,,,,,,,,,,,,,,,,
423,Charadrius bicinctus,Double-banded plover,18.3, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Charadriidae, Charadrius,363.0,,,,,,,,,59.4,,,,,,,,,,,,,,,,
881,Taeniopygia bichenovii,Double-barred finch,5.4, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Estrildidae, Taeniopygia,,,,,,,,,,9.5,,,,,,,,,,,,,,,,
4432,Microstomus pacificus,Dover sole,45, Animalia, Chordata, Teleostei, Pleuronectiformes, Pleuronectidae, Microstomus,2738.0,2738.0,,,,,,,,,,,,,,,,,,,,,,,,
2751,Mandrillus leucophaeus,Drill,39, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Mandrillus,1277.0,,179.0,487.0,1.0,0.8,448.0,772.0,,18250.0,,,,,,,,,,,,,,,,
2006,Camelus dromedarius,Dromedary,28.4, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Camelidae, Camelus,1095.0,2191.0,405.0,500.0,1.0,0.7,607.0,37000.0,253484.0,434000.0,,311,224.779,407000.0,0.000552,,,,,,,,,,,
2622,Ornithorhynchus anatinus,Duck-billed platypus,22.6, Animalia, Chordata, Mammalia (Taxon entry), Monotremata, Ornithorhynchidae, Ornithorhynchus,548.0,548.0,,106.0,,,365.0,,,1250.0,,307,1.931,1030.3,0.001874,17.0,2.0,,,,,,,,,
1538,Cacatua ducorpsii,Ducorps's cockatoo,30.5, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Cacatua,,,,,,,,,,394.0,,,,,,,,,,,,,,,,
3206,Dugong dugon,Dugong,73, Animalia, Chordata, Mammalia (Taxon entry), Sirenia, Dugongidae, Dugong,3470.0,3470.0,374.0,548.0,1.0,0.2,1521.0,27500.0,,360000.0,,306,,,,,,,,,,,,,,
3585,Varanus dumerilii,Dumeril monitor,10.7, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Varanidae, Varanus,,,,,,,,,,988.0,,,,,,,,,,,,,,,,
3552,Acrantophis dumerili,Dumeril's ground boa,26, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Sanziniidae, Acrantophis,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Calidris alpina,Dunlin,28.8, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Scolopacidae, Calidris,730.0,730.0,,,,,,,,52.5,,,,,,21.0,4.0,1.0,9.0,,,,,,,
172,Plethodon dunni,Dunn's salamander,11, Animalia, Chordata, Amphibia (Taxon entry), Caudata, Plethodontidae, Plethodon,1095.0,1095.0,,,,,,,,,,,,,,70.0,9.4,,,,,,,,,
1272,Cercomacra tyrannina,Dusky antbird,13, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Thamnophilidae, Cercomacra,,,,,,,,,,16.3,,,,,,,,,,,,,,,,
2455,Antechinus swainsonii,Dusky antechinus,3.3, Animalia, Chordata, Mammalia (Taxon entry), Dasyuromorphia, Dasyuridae, Antechinus,330.0,,28.0,94.0,8.0,1.0,365.0,,15.0,41.0,,309,0.351,66.9,0.005247,,,,,,,,,,,
4310,Percina sciera,Dusky darter,4, Animalia, Chordata, Teleostei, Perciformes, Percidae, Percina,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,Empidonax oberholseri,Dusky flycatcher,9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Tyrannidae, Empidonax,365.0,365.0,,,,,,,,10.95,,,,,,15.0,4.0,1.0,1.19,,,,,,,
745,Gerygone tenebrosa,Dusky gerygone,10.6, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Acanthizidae, Gerygone,,,,,,,,,,7.85,,,,,,,,,,,,,,,,
4372,Epinephelus marginatus,Dusky grouper,50, Animalia, Chordata, Teleostei, Perciformes, Serranidae, Epinephelus,4015.0,,,,,,,,,33000.0,,,,,,,,,,,,,,,,
2770,Trachypithecus obscurus,Dusky leaf monkey,33.9, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Trachypithecus,1461.0,,145.0,365.0,1.0,0.5,,300.0,,7080.0,,,,,,,,,,,,,,,,
1634,Pseudeos fuscata,Dusky lory,13.4, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Pseudeos,,,,,,,,,,149.0,,,,,,,,,,,,,,,,
719,Gallinula tenebrosa,Dusky moorhen,13.9, Animalia, Chordata, Aves (Taxon entry), Gruiformes, Rallidae, Gallinula,,,,,,,,,,531.5,,,,,,,,,,,,,,,,
1023,Myzomela obscura,Dusky myzomela,12, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Meliphagidae, Myzomela,,,,,,,,,,12.25,,,,,,,,,,,,,,,,
2547,Thylogale brunii,Dusky pademelon,9.4, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Macropodidae, Thylogale,344.0,730.0,30.0,,1.0,,,,,4796.0,,,,,,,,,,,,,,,,
1209,Melanodryas vittata,Dusky robin,4.7, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Petroicidae, Melanodryas,,,,,,,,,,26.6,,,,,,,,,,,,,,,,
4513,Sebastes ciliatus,Dusky rockfish,67, Animalia, Chordata, Teleostei, Scorpaeniformes, Scorpaenidae, Sebastes (Taxon entry),,,,,,,,,,995.5,,,,,,,,,,,,,,,,
3811,Hyporhamphus melanochir,Dusky sea garfish,10, Animalia, Chordata, Teleostei, Beloniformes, Hemiramphidae, Hyporhamphus,912.0,912.0,,,,,,,,330.0,,,,,,,,,,,,,,,,
1758,Carcharhinus obscurus,Dusky shark,35, Animalia, Chordata, Chondrichthyes (Taxon entry), Carcharhiniformes, Carcharhinidae, Carcharhinus,7482.0,7391.0,,,10.0,,,,,190575.0,,,,,,,,,,,,,,1095.0,,
1781,Mustelus canis,Dusky smooth-hound,16, Animalia, Chordata, Chondrichthyes (Taxon entry), Carcharhiniformes, Triakidae, Mustelus,1606.0,748.0,,,9.5,,,,,6710.0,,,,,,,,,,,,,,365.0,,
2834,Plecturocebus moloch,Dusky titi,26.2, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Pitheciidae, Plecturocebus,912.0,,163.0,244.0,1.0,1.0,365.0,86.0,,804.0,,,,,,,,,,,,,,,,
774,Artamus cyanopterus,Dusky woodswallow,8.2, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Artamidae, Artamus,,,,,,,,,,33.0,,,,,,,,,,,,,,,,
3967,Oreoleuciscus humilis,Dwarf altai osman,15, Animalia, Chordata, Teleostei, Cypriniformes, Leuciscidae, Oreoleuciscus,,,,,,,,,,13.75,,,,,,,,,,,,,,,,
3249,Paleosuchus palpebrosus,Dwarf caiman,24.1, Animalia, Chordata, Reptilia (Taxon entry), Crocodilia, Alligatoridae, Paleosuchus,3650.0,,,,,,,,,5900.0,,,,,,,,,,,,,,,,
402,Casuarius bennetti,Dwarf cassowary,26, Animalia, Chordata, Aves (Taxon entry), Casuariiformes, Casuariidae, Casuarius,1461.0,1461.0,,,,,,,,35000.0,,,,,,,,,,,,,,,,
2146,Helogale parvula,Dwarf mongoose,20, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Herpestidae, Helogale,456.0,,55.0,21.0,3.0,2.25,142.0,,,274.8,,,,,,,,,,,,,,,,
4057,Hippocampus zosterae,Dwarf seahorse,1, Animalia, Chordata, Teleostei, Gasterosteiformes, Syngnathidae, Hippocampus,118.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,
2923,Phodopus sungorus,Dzhungarian hamster,3.9, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Cricetidae, Phodopus,120.0,,20.0,21.0,5.5,3.5,40.0,2.0,14.8,23.4,,309,0.313,31.3,0.01,,,,,,,,,,,
1437,Podiceps nigricollis,Eared grebe,13.1, Animalia, Chordata, Aves (Taxon entry), Podicipediformes, Podicipedidae, Podiceps,730.0,730.0,,,,,,,,392.0,,,,,,21.0,3.0,,,,,,,,,
3759,Pelusios subniger,East African black mud turtle,47, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Pelomedusidae, Pelusios,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,Dasypeltis medici,East African egg-eating snake,8.6, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Dasypeltis,,,,,,,,,,72.25,,,,,,,,,,,,,,,,
4554,Chelidonichthys cuculus,East Atlantic red gurnard,21, Animalia, Chordata, Teleostei, Scorpaeniformes, Triglidae, Chelidonichthys,730.0,730.0,,,,,,,,,,,,,,,,,,,,,,,,
1918,Capra cylindricornis,East Caucasian tur,20.2, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Capra,1019.0,914.0,161.0,182.0,1.2,1.0,,3788.0,,50000.0,,,,,,,,,,,,,,,,
3489,Erpeton tentaculatum,East Indian tentacled snake,13.6, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Homalopsidae, Erpeton,,,,,,,,,,131.0,,,,,,,,,,,,,,,,
2632,Perameles gunnii,Eastern barred bandicoot,6.1, Animalia, Chordata, Mammalia (Taxon entry), Peramelemorphia, Peramelidae, Perameles,91.0,152.0,12.0,60.0,2.0,3.8,65.0,0.25,136.7,766.0,0.01421,308,1.902,695.0,0.002737,,,,,,,,,,,
3279,Pogona barbata,Eastern bearded dragon,9.9, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Agamidae, Pogona,,,,,,,,,,244.06,,,,,,,,,,,,,,,,
3393,Thamnophis cyrtopsis,Eastern blackneck garter snake,10.8, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Thamnophis,,,,,,,,,,441.0,,,,,,,,,,,,,,,,
1299,Sialia sialis,Eastern bluebird,10.5, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Turdidae, Sialia,306.0,321.0,,,,,,,,30.5,0.4841,,,,,14.0,4.0,2.0,2.4,,,,,,,
3710,Terrapene carolina,Eastern box turtle,138, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Emydidae, Terrapene,2190.0,2190.0,,,,,,,,372.0,,,,,,,,,,,,,,,,
851,Dasyornis brachypterus,Eastern bristlebird,4.8, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Dasyornithidae, Dasyornis,,,,,,,,,,41.5,,,,,,,,,,,,,,,,
3415,Laemanctus longipes,Eastern casquehead iguana,15.4, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Corytophanidae, Laemanctus,,,,,,,,,,,,,,,,,,,,,,,,,,
3184,Tamias striatus,Eastern chipmunk,9.5, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Sciuridae, Tamias,187.0,228.0,31.0,36.0,5.0,1.5,,3.4,50.5,96.0,,311,0.813,89.6,0.009074,,,,,,,,,,,
3444,Micrurus fulvius,Eastern coral snake,19, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Elapidae, Micrurus,,,,,,,,,,682.0,,,,,,,,,,,,,,,,
2604,Sylvilagus floridanus,Eastern cottontail,9.8, Animalia, Chordata, Mammalia (Taxon entry), Lagomorpha, Leporidae, Sylvilagus,123.0,,30.0,24.0,5.0,3.9,30.0,40.0,118.5,1150.0,0.02431,,,,,,,,,,,,,,,
545,Numenius madagascariensis,Eastern curlew,19.1, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Scolopacidae, Numenius,,,,,,,,,,824.75,,,,,,,,,,,,,,,,
3621,Crotalus adamanteus,Eastern diamondback rattlesnake,22.8, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Viperidae, Crotalus,,,,,,,,,,5675.0,,,,,,,,,,,,,,,,
2584,Erinaceus concolor,Eastern European hedgehog,7, Animalia, Chordata, Mammalia (Taxon entry), Erinaceomorpha, Erinaceidae, Erinaceus,213.0,253.0,35.0,,4.5,1.5,,22.0,,719.0,,308,1.937,822.7,0.002354,,,,,,,,,,,
2390,Falsistrellus tasmaniensis,Eastern false pipistrelle,6, Animalia, Chordata, Mammalia (Taxon entry), Chiroptera (Taxon entry), Vespertilionidae, Falsistrellus,,,,,,,,,,22.54,,,,,,,,,,,,,,,,
2431,Vespadelus pumilus,Eastern forest bat,5, Animalia, Chordata, Mammalia (Taxon entry), Chiroptera (Taxon entry), Vespertilionidae, Vespadelus,421.0,,,,,,,0.83,,5.4,,,,,,,,,,,,,,,1.2,1.0
3353,Elaphe vulpina,Eastern fox snake,17, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Elaphe,,,,,,,,,,2227.0,,,,,,,,,,,,,,,,
3168,Sciurus niger,Eastern fox squirrel,16, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Sciuridae, Sciurus,353.0,353.0,44.0,84.0,3.0,1.0,,15.0,,800.0,0.0181,,,,,,,,,,,,,,,
3290,Ophisaurus ventralis,Eastern glass lizard,14.8, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Anguidae, Ophisaurus,,,,,,,,,,23.715,,,,,,,,,,,,,,,,
2531,Macropus giganteus,Eastern gray kangaroo,25, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Macropodidae, Macropus,639.0,1290.0,36.0,319.0,1.0,1.0,342.0,0.89867,4000.0,49500.0,0.00661,309,,,,,,,,,,,,,,
3162,Sciurus carolinensis,Eastern gray squirrel,23.6, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Sciuridae, Sciurus,343.0,401.0,44.0,66.0,4.0,2.0,,15.0,200.0,533.0,0.02341,312,2.062,440.0,0.004686,,,,,,,,,,,
3357,Heterodon platirhinos,Eastern hognose snake,9.1, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Heterodon,730.0,730.0,,,,,,,,601.0,,,,,,,,,,,,,,,,
226,Aquila heliaca,Eastern imperical eagle,56, Animalia, Chordata, Aves (Taxon entry), Accipitriformes, Accipitridae, Aquila,1636.0,,,,,,,,,3262.0,,,,,,,,,,,,,,,,
958,Sturnella magna,Eastern meadowlark,12.6, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Icteridae, Sturnella,365.0,365.0,,,,,,,,94.71,,,,,,13.0,5.0,1.0,5.0,,,,,,,
3240,Scalopus aquaticus,Eastern mole,6.2, Animalia, Chordata, Mammalia (Taxon entry), Soricomorpha, Talpidae, Scalopus,335.0,335.0,36.0,36.0,3.0,1.0,,5.355,,90.0,,309,0.378,48.0,0.007875,,,,,,,,,,,
93,Gastrophryne carolinensis,Eastern narrow-mouthed toad,6.8, Animalia, Chordata, Amphibia (Taxon entry), Anura, Microhylidae, Gastrophryne,547.0,365.0,,,,,,,,,,,,,,1.0,722.0,,,,,45.0,,,,
192,Notophthalmus viridescens,Eastern newt,25, Animalia, Chordata, Amphibia (Taxon entry), Caudata, Salamandridae, Notophthalmus,2000.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,
766,Iduna pallida,"Eastern olivaceous warbler, or Olivaceous warbler",7.9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Acrocephalidae, Iduna,365.0,365.0,,,,,,,,9.0,,,,,,,,,,,,,,,,
284,Pandion cristatus,Eastern osprey,21, Animalia, Chordata, Aves (Taxon entry), Accipitriformes, Pandionidae, Pandion,1093.0,1095.0,,,,,,,,1528.0,,,,,,,,,,,,,,,,
4624,Crassostrea virginica,Eastern oyster,5, Animalia, Mollusca, Bivalvia (Taxon entry), Ostreoida, Ostreidae, Crassostrea,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,Perimyotis subflavus,Eastern pipistrelle,14.8, Animalia, Chordata, Mammalia (Taxon entry), Chiroptera (Taxon entry), Vespertilionidae, Perimyotis,212.0,,44.0,,2.0,1.0,365.0,0.94,5.2,7.5,,,,,,,,,,,,,,,,
2511,Cercartetus nanus,Eastern pygmy possum,10.3, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Burramyidae, Cercartetus,190.0,190.0,,62.0,4.0,2.0,95.0,0.0198,8.4,40.0,,309,0.311,64.8,0.004799,,,,,,,,,,,
2462,Dasyurus viverrinus,Eastern quoll,6.8, Animalia, Chordata, Mammalia (Taxon entry), Dasyuromorphia, Dasyuridae, Dasyurus,335.0,335.0,20.0,168.0,6.0,1.0,365.0,0.02,600.0,1090.0,,309,2.26,945.3,0.002391,,,,,,,,,,,
3334,Coluber constrictor,"Eastern racer, or Northern black racer",10, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Coluber,,411.0,,,,,,,,1595.0,,,,,,,,,,,,,,,,
171,Plethodon cinereus,Eastern red-backed salamander,25, Animalia, Chordata, Amphibia (Taxon entry), Caudata, Plethodontidae, Plethodon,730.0,730.0,,,,,,,,0.5,,278,,0.8,0.00013,,8.0,,,,,,0.0001,,,
3398,Thamnophis sauritus,Eastern ribbonsnake,10.6, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Thamnophis,730.0,730.0,,,,,,,,407.0,,,,,,,14.0,,,,,,,,,
1613,Platycercus eximius,Eastern rosella,27.4, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Platycercus,363.0,,,,,,,,,104.0,,,,,,,,,,,,,,,,
