HAGRID,Species,Name,Longevity,Kingdom,Phylum,Class,Order,Family,Genus,Female sexual maturity,Male sexual maturity,Gestation,Weaning,Litter size,Litters per year,Inter-litter interval,Weight at birth,Weight at weaning,Adult weight,Postnatal growth rate,Typical body temperature,Basal metabolic rate,Body mass,Metabolic rate per body mass,Incubation,Clutch size,Clutches per year,Weight at hatching,IMR,MRDT,Metamorphosis,Resting metabolic rate,Interbirth interval,Clutch or litter size,Breedings per year
797,Piranga rubra,Summer tanager,7.9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Cardinalidae, Piranga,365.0,365.0,,,,,,,,40.0,,,,,,12.0,4.0,1.5,4.2,,,,,,,
2248,Helarctos malayanus,Sun bear,35.9, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Ursidae, Helarctos,2372.0,,95.0,90.0,1.0,,,325.0,,46000.0,,311,,,,,,,,,,,,,,
3669,Xenopeltis unicolor,Sunbeam snake,12.1, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Xenopeltidae, Xenopeltis,,,,,,,,,,753.0,,,,,,,,,,,,,,,,
639,Eurypyga helias,Sunbittern,15, Animalia, Chordata, Aves (Taxon entry), Eurypygiformes, Eurypygidae, Eurypyga,,,,,,,,,,210.0,,,,,,27.0,2.0,,,,,,,,,
3441,Elapsoidea sundevallii,Sundevall's garter sanke,11.6, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Elapidae, Elapsoidea,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,Meriones crassus,Sundevall's jird,5.6, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Muridae, Meriones,61.0,82.0,22.0,20.0,4.0,2.0,67.0,3.35,,35.0,0.03661,,,,,,,,,,,,,,,
1968,Neotragus moschatus,Suni,13.5, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Neotragus,183.0,183.0,180.0,,1.0,,,,,6500.0,,,,,,,,,,,,,,,,
977,Malurus cyaneus,Superb fairywren,10.5, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Maluridae, Malurus,365.0,365.0,,,,,,,,10.4,,,,,,,,,,,,,,,,
1035,Menura novaehollandiae,Superb lyrebird,17.9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Menuridae, Menura,,,,,,,,,,979.95,,,,,,,,,,,,,,,,
1625,Polytelis swainsonii,Superb parrot,15.1, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Polytelis,363.0,,,,,,,,,153.0,,,,,,,,,,,,,,,,
1262,Lamprotornis superbus,Superb starling,25, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Sturnidae, Lamprotornis,,,,,,,,,,64.9,,,,,,,,,,,,,,,,
4385,Acanthopagrus australis,Surf bream,12, Animalia, Chordata, Teleostei, Perciformes, Sparidae, Acanthopagrus,,,,,,,,,,2475.0,,,,,,,,,,,,,,,,
350,Melanitta perspicillata,Surf scoter,9.5, Animalia, Chordata, Aves (Taxon entry), Anseriformes, Anatidae, Melanitta,730.0,730.0,,,,,,,,1098.0,,,,,,,,,,,,,,,,
4080,Hypomesus pretiosus,Surf smelt,5, Animalia, Chordata, Teleostei, Osmeriformes, Osmeridae, Hypomesus,547.0,547.0,,,,,,,,,,,,,,,,,,,,,,,,
106,Pipa pipa,Surinam toad,7.7, Animalia, Chordata, Amphibia (Taxon entry), Anura, Pipidae, Pipa,,,,,,,,,,,,,,,,,,,,,,105.0,,,,
239,Buteo swainsoni,Swainson's hawk,24.9, Animalia, Chordata, Aves (Taxon entry), Accipitriformes, Accipitridae, Buteo,730.0,730.0,,,,,,,,980.64,0.1581,,,,,31.0,3.0,1.0,39.4,,,,,,,
1294,Catharus ustulatus,Swainson's thrush,11, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Turdidae, Catharus,365.0,365.0,,,,,,,,27.9,0.6241,,,,,12.0,4.0,1.0,3.9,,,,,,,
1136,Limnothlypis swainsonii,Swainson's warbler,9.9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Parulidae, Limnothlypis,365.0,365.0,,,,,,,,13.5,,,,,,14.0,3.0,1.0,,,,,,,,
3959,Notropis procne,Swallowtail shiner,3, Animalia, Chordata, Teleostei, Cypriniformes, Leuciscidae, Notropis,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,Etheostoma fusiforme,Swamp darter,2, Animalia, Chordata, Teleostei, Perciformes, Percidae, Etheostoma,365.0,365.0,,,,,,,,,,,,,,,,,,,,,,,,
244,Circus approximans,Swamp harrier,11, Animalia, Chordata, Aves (Taxon entry), Accipitriformes, Accipitridae, Circus,,,,,,,,,,752.5,,,,,,,,,,,,,,,,
2550,Wallabia bicolor,Swamp wallaby,16.8, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Macropodidae, Wallabia,426.0,426.0,36.0,256.0,1.0,1.4,243.0,0.61,,14625.0,0.00681,,,,,,,,,,,,,,,
1412,Dendrocopos syriacus,Syrian woodpecker,10.9, Animalia, Chordata, Aves (Taxon entry), Piciformes, Picidae, Dendrocopos,,,,,,,,,,76.8,,,,,,,,,,,,,,,,
4577,Noturus gyrinus,Tadpole madtom,3, Animalia, Chordata, Teleostei, Siluriformes, Ictaluridae, Noturus,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,Catostomus tahoensis,Tahoe sucker,15, Animalia, Chordata, Teleostei, Cypriniformes, Catostomidae, Catostomus,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Tenrec ecaudatus,"Tailess tenrec, or Tenrec",8.7, Animalia, Chordata, Mammalia (Taxon entry), Afrosoricida, Tenrecidae, Tenrec,182.0,,58.0,27.0,18.0,1.5,,21.0,225.0,900.0,0.04451,306,0.729,650.0,0.001122,,,,,,,,,,,
4460,Hucho taimen,Taimen,16, Animalia, Chordata, Teleostei, Salmoniformes, Salmonidae, Hucho,,,,,,,,,,38500.0,,,,,,,,,,,,,,,,
3352,Elaphe taeniura,Taipan beauty snake,11.6, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Elaphe,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Budorcas taxicolor,Takin,21.9, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Budorcas,730.0,730.0,210.0,,1.0,1.0,365.0,6000.0,,180000.0,,,,,,,,,,,,,,,,
1892,Microgale talazaci,Talazac's shrew tenrec,5.8, Animalia, Chordata, Mammalia (Taxon entry), Afrosoricida, Tenrecidae, Microgale,639.0,639.0,61.0,29.0,2.0,,,3.6,,50.0,0.02981,304,0.243,44.0,0.005523,,,,,,,,,,,
2529,Macropus eugenii,Tammar wallaby,15.1, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Macropodidae, Macropus,274.0,730.0,28.0,325.0,1.0,1.0,365.0,0.429,3000.0,6500.0,,310,7.78,4796.0,0.001622,,,,,,,,,,,
4300,Percina aurantiaca,Tangerine darter,4.5, Animalia, Chordata, Teleostei, Perciformes, Percidae, Percina,,,,,,,,,,,,,,,,,750.0,,,,,,,,,
1540,Cacatua goffiniana,Tanimbar cockatoo,26, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Cacatua,,,,,,,,,,275.0,,,,,,,,,,,,,,,,
4141,Nemadactylus macropterus,Tarakihi,50, Animalia, Chordata, Teleostei, Perciformes, Cheilodactylidae, Nemadactylus,1825.0,1825.0,,,,,,,,,,,,,,,,,,,,,,,,
4009,Megalops atlanticus,Tarpon,55, Animalia, Chordata, Teleostei, Elopiformes, Megalopidae, Megalops,3102.0,3650.0,,,,,,,,88550.0,,,,,,,,,,,,,,,,
3465,Eryx tataricus,Tartar sand-boa,24, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Erycidae, Eryx,,,,,,,,,,196.0,,,,,,,,,,,,,,,,
2476,Sarcophilus harrisii,Tasmanian devil,13, Animalia, Chordata, Mammalia (Taxon entry), Dasyuromorphia, Dasyuridae, Sarcophilus,730.0,730.0,26.0,243.0,3.0,1.0,365.0,0.0235,200.0,6500.0,,309,8.664,6126.8,0.001414,,,,,,,,,,,
2546,Thylogale billardierii,Tasmanian pademelon,8.8, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Macropodidae, Thylogale,435.0,435.0,29.0,202.0,1.0,1.0,204.0,0.42,1029.0,5000.0,0.00981,,,,,,,,,,,,,,,
731,Acanthiza ewingii,Tasmanian thornbill,7.7, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Acanthizidae, Acanthiza,,,,,,,,,,6.95,,,,,,,,,,,,,,,,
2693,Mico humeralifer,Tassel-eared marmoset,15, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Callitrichidae, Mico,304.0,334.0,144.0,,2.0,,,34.5,,355.8,,,,,,,,,,,,,,,,
4318,Acanthoclinus fuscus,Taumaka,9, Animalia, Chordata, Teleostei, Perciformes, Plesiopidae, Acanthoclinus,,,,,,,,,,,,,,,,,,,,,,,,,,
4203,Tautoga onitis,Tautog,34, Animalia, Chordata, Teleostei, Perciformes, Labridae, Tautoga,,,,,,,,,,6215.0,,,,,,,,,,,,,,,,
229,Aquila rapax,Tawny eagle,40.3, Animalia, Chordata, Aves (Taxon entry), Accipitriformes, Accipitridae, Aquila,1454.0,,,,,,,,,1996.0,0.0931,,,,,,,,,,,,,,,
401,Podargus strigoides,Tawny frogmouth,17.9, Animalia, Chordata, Aves (Taxon entry), Caprimulgiformes, Podargidae, Podargus,,,,,,,,,,349.0,,,,,,,,,,,,,,,,
972,Megalurus timoriensis,Tawny grassbird,3.2, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Locustellidae, Megalurus,,,,,,,,,,24.775,,,,,,,,,,,,,,,,
1694,Strix aluco,Tawny owl,22.4, Animalia, Chordata, Aves (Taxon entry), Strigiformes, Strigidae, Strix,365.0,365.0,,,,,,,,520.0,,,,,,,,,,,,,,,,
1033,Xanthotis flaviventer,Tawny-breasted honeyeater,9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Meliphagidae, Xanthotis,,,,,,,,,,37.625,,,,,,,,,,,,,,,,
924,Dendrocincla anabatina,Tawny-winged woodcreeper,11, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Furnariidae, Dendrocincla,,,,,,,,,,34.4,,,,,,,,,,,,,,,,
2170,Eira barbara,Tayra,22.3, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Mustelidae, Eira,700.0,183.0,66.0,75.0,2.0,,,83.0,1708.0,4500.0,0.01591,312,6.811,2950.0,0.002309,,,,,,,,,,,
4265,Etheostoma barbouri,Teardrop darter,2, Animalia, Chordata, Teleostei, Perciformes, Percidae, Etheostoma,,,,,,,,,,,,,,,,,,,,,,,,,,
4165,Epigonus telescopus,Telescope cardinal,104, Animalia, Chordata, Teleostei, Perciformes, Epigonidae, Epigonus,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Telostylinus angusticollis,Telostylinus angusticollis,0.05, Animalia, Arthropoda (Taxon entry), Insecta (Taxon entry), Diptera, Neriidae, Telostylinus,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Calidris temminckii,Temminck's stint,12.9, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Scolopacidae, Calidris,455.0,,,,,,,,,23.0,,,,,,,,,,,,,,,,
167,Gyrinophilus palleucus,Tennessee cave salamander,18.5, Animalia, Chordata, Amphibia (Taxon entry), Caudata, Plethodontidae, Gyrinophilus,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Leiothlypis peregrina,Tennessee warbler,6.4, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Parulidae, Leiothlypis,365.0,365.0,,,,,,,,8.5,,,,,,11.0,6.0,1.0,1.34,,,,,,,
3612,Bothrops asper,"Terciopelo, or Fer-de-lance",20.4, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Viperidae, Bothrops,,,,,,,,,,1037.0,,,,,,,,,,,,,,,,
562,Xenus cinereus,Terek sandpiper,16.9, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Scolopacidae, Xenus,,,,,,,,,,78.8,,,,,,,,,,,,,,,,
4286,Etheostoma olmstedi,Tessellated darter,4, Animalia, Chordata, Teleostei, Perciformes, Percidae, Etheostoma,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Eurycea rathbuni,Texas blind salamander,10.3, Animalia, Chordata, Amphibia (Taxon entry), Caudata, Plethodontidae, Eurycea,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Rhynchopsitta pachyrhyncha,Thick-billed parrot,33, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Rhynchopsitta,730.0,730.0,,,,,,,,360.0,,,,,,26.0,3.0,1.0,,,,,,,,
3743,Siebenrockiella crassicollis,Thick-necked turtle,16.7, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Geoemydidae, Siebenrockiella,,,,,,,,,,940.0,,,,,,,,,,,,,,,,
3312,Underwoodisaurus milii,Thick-tailed gecko,12, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Carphodactylidae, Underwoodisaurus,,,,,,,,,,9.6,,,,,,,,,,,,,,,,
4442,Microchirus variegatus,Thickback sole,14, Animalia, Chordata, Teleostei, Pleuronectiformes, Soleidae, Microchirus,,,,,,,,,,,,,,,,,,,,,,,,,,
4067,Chelon labrosus,Thicklipped mullet,25, Animalia, Chordata, Teleostei, Mugiliformes, Mugilidae, Chelon,1095.0,1095.0,,,,,,,,2475.0,,,,,,,,,,,,,,,,
4153,Serranochromis angusticeps,Thinface cichlid,9, Animalia, Chordata, Teleostei, Perciformes, Cichlidae, Serranochromis,,,,,,,,,,1375.0,,,,,,,,,,,,,,,,
4068,Liza ramado,Thinlip mullet,10, Animalia, Chordata, Teleostei, Mugiliformes, Mugilidae, Liza,1277.0,1277.0,,,,,,,,1595.0,,,,,,,,,,,,,,,,
3136,Ictidomys tridecemlineatus,Thirteen-lined ground squirrel,7.9, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Sciuridae, Ictidomys,354.0,225.0,28.0,33.0,7.0,1.2,,3.24,16.0,172.7,,309,0.983,198.4,0.004955,,,,,,,,,,,
1941,Eudorcas thomsonii,Thomson's gazelle,20, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Eudorcas,365.0,180.0,170.0,102.0,1.0,1.5,190.0,2600.0,,25000.0,,,,,,,,,,,,,,,,
1836,Raja clavata,Thornback ray,12, Animalia, Chordata, Chondrichthyes (Taxon entry), Rajiformes, Rajidae, Raja,3650.0,3650.0,,,,,,,,9900.0,,,,,,,142.0,,,,,,,365.0,,
1822,Amblyraja radiata,Thorny skate,16, Animalia, Chordata, Chondrichthyes (Taxon entry), Rajiformes, Rajidae, Amblyraja,4015.0,1460.0,,,,,,,,2338.0,,,,,,,31.0,,,,,,,365.0,,
2037,Przewalskium albirostre,Thorold's deer,21.3, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Cervidae (Taxon entry), Przewalskium,730.0,,253.0,,1.0,1.0,,,,135000.0,,,,,,,,,,,,,,,,
3840,Dorosoma petenense,Threadfin shad,4, Animalia, Chordata, Teleostei, Clupeiformes, Clupeidae, Dorosoma,730.0,730.0,,,,,,,,,,,,,,,,,,,,,,,,
4145,Oreochromis andersonii,Three spotted tilapia,13, Animalia, Chordata, Teleostei, Perciformes, Cichlidae, Oreochromis,1460.0,1460.0,,,,,,,,2591.0,,,,,,,,,,,,,,,,
142,Amphiuma tridactylum,Three-toed amphiuma,15.9, Animalia, Chordata, Amphibia (Taxon entry), Caudata, Amphiumidae, Amphiuma,,,,,,,,,,,,,,,,135.0,200.0,,,,,,,,,
1067,Luscinia luscinia,Thrush nightingale,8.9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Muscicapidae, Luscinia,365.0,365.0,,,,,,,,23.8,,,,,,,,,,,,,,,,
2749,Macaca thibetana,Tibetan macaque,27, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Macaca,1454.0,2099.0,170.0,571.0,1.0,0.5,730.0,525.0,2400.0,10300.0,,,,,,,,,,,,,,,,
4175,Eucyclogobius newberryi,Tidewater goby,1, Animalia, Chordata, Teleostei, Perciformes, Gobiidae, Eucyclogobius,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,Panthera tigris,Tiger,26.3, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Felidae, Panthera,1268.0,1415.0,105.0,121.0,2.5,0.4,750.0,1190.0,11003.0,119700.0,,311,133.859,137900.0,0.000971,,,,,,,,,,,
3818,Hydrocynus vittatus,Tiger fish,8, Animalia, Chordata, Teleostei, Characiformes, Alestiidae, Hydrocynus,,,,,,,,,,15400.0,,,,,,,,,,,,,,,,
4496,Neoplatycephalus richardsoni,Tiger flathead,12, Animalia, Chordata, Teleostei, Scorpaeniformes, Platycephalidae, Neoplatycephalus,,,,,,,,,,1650.0,,,,,,,,,,,,,,,,
2461,Dasyurus maculatus,"Tiger quoll, or Australian tiger cat",6.8, Animalia, Chordata, Mammalia (Taxon entry), Dasyuromorphia, Dasyuridae, Dasyurus,340.0,340.0,21.0,135.0,3.0,1.0,365.0,,500.0,5500.0,,310,3.142,1782.0,0.001763,,,,,,,,,,,
3635,Crotalus tigris,Tiger rattlesnake,15.3, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Viperidae, Crotalus,,,,,,,,,,279.0,,,,,,,,,,,,,,,,
4532,Sebastes nigrocinctus,Tiger rockfish,116, Animalia, Chordata, Teleostei, Scorpaeniformes, Scorpaenidae, Sebastes (Taxon entry),,,,,,,,,,1221.0,,,,,,,,,,,,,,,,
139,Ambystoma tigrinum,Tiger salamander,25, Animalia, Chordata, Amphibia (Taxon entry), Caudata, Ambystomatidae, Ambystoma,1460.0,1460.0,,,,,,,,9.402,,291,,3.2,0.000611,28.0,37.0,,,,,,0.002,,,
1764,Galeocerdo cuvier,Tiger shark,50, Animalia, Chordata, Chondrichthyes (Taxon entry), Carcharhiniformes, Carcharhinidae, Galeocerdo,2555.0,1825.0,,,31.5,,,,,444070.0,,,,,,,,,,,,,,730.0,,
3628,Crotalus horridus,Timber rattlesnake,30.2, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Viperidae, Crotalus,2555.0,1825.0,135.0,,9.0,,,,,1000.0,,,,,,,,,,,,,,,,
2044,Rusa timorensis,Timor deer,21.1, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Cervidae (Taxon entry), Rusa,464.0,,251.0,228.0,1.0,1.0,366.0,,,63000.0,,,,,,,,,,,,,,,,
3551,Python timoriensis,Timor python,20.5, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Pythonidae, Python,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,Ramphastos toco,Toco toucan,16.2, Animalia, Chordata, Aves (Taxon entry), Piciformes, Ramphastidae, Ramphastos,,,16.0,,,,,,,540.0,,,,,,,,,,,,,,,,
3474,Gekko gecko,Tokay gecko,23.5, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Gekkonidae, Gekko,,,,,,,,,,54.13,,,,,,,,,,,,,,,,
2967,Proechimys semispinosus,"Tome's spiny rat, or Spiny rat",5.8, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Echimyidae, Proechimys,146.0,146.0,64.0,21.0,2.4,4.68,,23.0,,500.0,0.01311,311,1.75,498.0,0.003514,,,,,,,,,,,
4105,Parablennius gattorugine,Tompot blenny,5, Animalia, Chordata, Teleostei, Perciformes, Blenniidae, Parablennius,,,,,,,,,,,,,,,,,,,,,,,,,,
3924,Exoglossum laurae,Tonguetied minnow,4, Animalia, Chordata, Teleostei, Cypriniformes, Leuciscidae, Exoglossum,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,Macaca tonkeana,Tonkean macaque,28.4, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Macaca,,,173.0,,,,,,,11950.0,,,,,,,,,,,,,,,,
1241,Scenopoeetes dentirostris,Tooth-billed bowerbird,22, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Ptilonorhynchidae, Scenopoeetes,,,,,,,,,,167.25,,,,,,,,,,,,,,,,
1777,Galeorhinus galeus,Tope shark,55, Animalia, Chordata, Chondrichthyes (Taxon entry), Carcharhiniformes, Triakidae, Galeorhinus,4615.0,,,,24.9,,,,,24585.0,,,,,,,,,,,,,,1095.0,,
3965,Notropis topeka,Topeka shiner,3, Animalia, Chordata, Teleostei, Cypriniformes, Leuciscidae, Notropis,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,Damaliscus lunatus,Topi,35, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Damaliscus,639.0,,238.0,,1.0,0.6,,11100.0,,110000.0,,,,,,,,,,,,,,,,
3802,Atherinops affinis,Topsmelt,9, Animalia, Chordata, Teleostei, Atheriniformes, Atherinopsidae, Atherinops,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,Macaca sinica,Toque macaque,29.3, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Macaca,1460.0,,152.0,396.0,1.0,0.7,547.0,446.0,,4370.0,,,,,,,,,,,,,,,,
3891,Thoburnia rhothoeca,Torrent sucker,7, Animalia, Chordata, Teleostei, Cypriniformes, Catostomidae, Thoburnia,,,,,,,,,,,,,,,,,,,,,,,,,,
3636,Crotalus tortugensis,Tortuga Island rattlesnake,18.3, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Viperidae, Crotalus,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,Totoaba macdonaldi,Totoaba,15, Animalia, Chordata, Teleostei, Perciformes, Sciaenidae, Totoaba,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,Corynorhinus townsendii,Townsend's big-eared bat,20.5, Animalia, Chordata, Mammalia (Taxon entry), Chiroptera (Taxon entry), Vespertilionidae, Corynorhinus,210.0,,78.0,42.0,1.0,1.0,365.0,2.4,,14.25,,,,,,,,,,,,,,,,
3185,Tamias townsendii,Townsend's chipmunk,9.3, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Sciuridae, Tamias,353.0,,28.0,50.0,4.5,1.0,,3.5,35.0,75.0,0.03331,,,,,,,,,,,,,,,
1164,Setophaga townsendi,Townsend's warbler,10.7, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Parulidae, Setophaga,365.0,,,,,,,,,8.85,,,,,,12.0,4.0,1.0,,,,,,,,
3324,Bogertophis subocularis,Trans-pecos rat snake,23.8, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Bogertophis,730.0,730.0,,,,,,,,1839.0,,,,,,,5.0,,,,,,,,,
3776,Indotestudo forstenii,Travancore tortoise,32.9, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Testudinidae, Indotestudo,,,,,,,,,,1680.0,,,,,,,,,,,,,,,,
932,Petrochelidon nigricans,Tree martin,6.1, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Hirundinidae, Petrochelidon,,,,,,,,,,15.4,,,,,,,,,,,,,,,,
938,Tachycineta bicolor,Tree swallow,12.1, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Hirundinidae, Tachycineta,365.0,365.0,,,,,,,,19.0,0.461,,,,,14.0,5.0,1.0,1.6,,,,,,,
71,Diaglena spatulata,Treefrog,12.8, Animalia, Chordata, Amphibia (Taxon entry), Anura, Hylidae, Diaglena,,,,,,,,,,,,,,,,,,,,,,,,,,
3896,Barbus treurensis,Treur barb,6, Animalia, Chordata, Teleostei, Cypriniformes, Cyprinidae, Barbus,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Agelaius tricolor,Tricolored blackbird,13.2, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Icteridae, Agelaius,365.0,730.0,,,,,,,,56.5,,,,,,11.0,3.0,2.0,3.05,,,,,,,
1365,Egretta tricolor,Tricolored heron,17.7, Animalia, Chordata, Aves (Taxon entry), Pelecaniformes, Ardeidae, Egretta,669.0,669.0,,,,,,,,309.9,,,,,,21.0,4.0,1.0,,,,,,,,
4648,Tivela mactroides,Trigonal tivela,2, Animalia, Mollusca, Bivalvia (Taxon entry), Veneroida, Veneridae, Tivela,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,Pterodroma arminjoniana,Trindade petrel,21.8, Animalia, Chordata, Aves (Taxon entry), Procellariiformes, Procellariidae, Pterodroma,,,,,,,,,,383.75,,,,,,,,,,,,,,,,
3346,Elaphe helena,Trinket snake,15, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Elaphe,730.0,730.0,,,,,,,,,,,,,,,,,,,,,,,,
3387,Spilotes pullatus,Tropical rat snake,17.5, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Spilotes,,,,,,,,,,3983.0,,,,,,,,,,,,,,,,
4410,Percopsis omiscomaycus,Trout-perch,4, Animalia, Chordata, Teleostei, Percopsiformes, Percopsidae, Percopsis,,,,,,,,,,,,,,,,,,,,,,,,,,
3845,Sardina pilchardus,True sardine,15, Animalia, Chordata, Teleostei, Clupeiformes, Clupeidae, Sardina,730.0,730.0,,,,,,,,,,,,,,,,,,,,,,,,
337,Cygnus buccinator,Trumpeter swan,32.5, Animalia, Chordata, Aves (Taxon entry), Anseriformes, Anatidae, Cygnus,730.0,730.0,,,,,,,,13000.0,,,,,,35.0,5.0,1.0,220.0,,,,,,,
4611,Mya truncata,Truncate softshell,50, Animalia, Mollusca, Bivalvia (Taxon entry), Myoida, Myidae, Mya,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Pachytriton brevipes,Tsitou newt,6.5, Animalia, Chordata, Amphibia (Taxon entry), Caudata, Salamandridae, Pachytriton,,,,,,,,,,,,,,,,,,,,,,,,,,
3265,Sphenodon punctatus,Tuatara,90, Animalia, Chordata, Reptilia (Taxon entry), Rhynchocephalia, Sphenodontidae, Sphenodon,4380.0,4380.0,,,,,,,,430.0,,296,,430.0,0.000141,,,,,,,,0.0605,,,
4556,Chelidonichthys lucernus,Tub gurnard,15, Animalia, Chordata, Teleostei, Scorpaeniformes, Triglidae, Chelidonichthys,,,,,,,,,,3300.0,,,,,,,,,,,,,,,,
4,Lamellibrachia,Tubeworm,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Elaphodus cephalophus,Tufted deer,22.7, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Cervidae (Taxon entry), Elaphodus,639.0,730.0,180.0,,1.0,,,,,33500.0,,,,,,,,,,,,,,,,
317,Aythya fuligula,Tufted duck,45.2, Animalia, Chordata, Aves (Taxon entry), Anseriformes, Anatidae, Aythya,365.0,365.0,,,,,,,,701.5,0.1441,,,,,,,,,,,,,,,
1106,Baeolophus bicolor,Tufted titmouse,13.3, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Paridae, Baeolophus,365.0,365.0,,,,,,,,21.0,,,,,,13.0,6.0,1.0,,,,,,,,
1534,Brotogeris sanctithomae,Tui parakeet,13.2, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Brotogeris,,,,,,,,,,59.0,,,,,,,,,,,,,,,,
3073,Praomys tullbergi,"Tullberg's praomys, or Tullberg's rock rat",5.2, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Muridae, Praomys,82.0,75.0,24.0,25.0,3.5,4.0,24.0,2.7,10.5,30.0,,,,,,,,,,,,,,,,
338,Cygnus columbianus,Tundra swan,24.1, Animalia, Chordata, Aves (Taxon entry), Anseriformes, Anatidae, Cygnus,730.0,730.0,,,,,,,,6350.0,,,,,,31.0,4.0,1.0,179.0,,,,,,,
